Main_ID,EventYear,Collected,Raised,NonFund,Donated,Participant,Volunteer,CorpSponsor,Fundraiser,RegFeePaid,CCWaived,TeamID,MinFund,Commitment,Virtual,CompanyID,RestrictedFund,UniqueID,EventName,RaisedMembers,Event,FRChangeDate,FBFundraiserID,FBDonationID,FBAdjustments,FBChangeDate
13440-0,2023,"1,000","1,000",0,0,true,false,false,true,false,false,"1,277",0,0,true,NULL,NULL,E2D288FD-DBF0-ED11-B383-0A4CF4968877,PMC,0,V,2023-07-24 12:52:47.283,NULL,NULL,0,NULL
13440-A,2023,"5,181","4,950",231,0,true,false,false,true,true,false,"2,049","4,000","4,000",false,NULL,SF,62F79D41-E7AB-ED11-B382-0A4CF4968877,PMC,0,6,2023-07-27 09:55:43.663,NULL,NULL,0,NULL
13442-6,2023,"6,400","6,000",400,0,true,false,false,true,true,false,"1,267","6,000","6,000",false,NULL,NULL,D54A790C-2690-ED11-B382-0A4CF4968877,PMC,0,9,2023-09-20 04:49:43.720,NULL,NULL,0,NULL
13442-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,60F152DF-FEDD-ED11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13443-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,80B7EBA6-9A3C-EE11-80A4-0A4CF4968877,PMC,0,NULL,2023-10-13 16:58:59.267,685045440327492,6720017461378425,100,2023-09-11 15:01:15.067
13443-A,2023,"2,908","2,708",200,0,true,false,false,true,true,false,NULL,"1,500","1,500",false,NULL,NULL,10BC791D-6DD6-ED11-B383-0A4CF4968877,Unpaved,0,5,2023-10-13 16:58:59.320,NULL,NULL,0,NULL
13444-A,2023,"4,225","4,000",225,0,true,false,false,true,true,false,"2,049","4,000","4,000",false,NULL,SF,A00F092D-A0EE-ED11-B383-0A4CF4968877,PMC,0,6,2023-10-10 14:07:56.680,NULL,NULL,0,NULL
13445-A,2023,"6,961","6,000",961,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,D00DC496-C1AC-ED11-B382-0A4CF4968877,PMC,0,8,2023-10-05 12:39:33.110,NULL,NULL,0,NULL
13446-8,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,10243030-71A6-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13454-9,2023,"1,790","1,790",0,0,true,false,false,true,false,false,"1,277",0,0,true,NULL,NULL,F0EF5E4A-EBF0-ED11-B383-0A4CF4968877,PMC,0,V,2023-10-26 13:34:21.067,640096024818788,7410901485606086,75,2023-10-26 13:46:29.770
13458-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,1310418D-4677-EE11-93E6-00237D21B888,PMC,0,NULL,2023-10-30 13:05:41.597,NULL,NULL,0,NULL
13458-A,2023,"1,975","1,775",200,0,true,false,false,true,true,false,NULL,"1,500","1,500",false,NULL,NULL,0A1C2086-F853-ED11-8A40-00237D21B888,Unpaved,0,5,2023-09-22 10:45:01.133,272467472195102,NULL,0,NULL
13464-A,2023,"6,405","6,121",284,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,4071B98E-29CF-ED11-B383-0A4CF4968877,PMC,0,8,2023-08-27 09:40:03.863,NULL,NULL,0,NULL
13465-A,2023,"13,766.65","13,306.65",460,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,E0913B27-5690-ED11-B382-0A4CF4968877,PMC,0,9,2023-08-05 01:45:01.653,NULL,NULL,0,NULL
13466-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,C013A888-EA11-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13467-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,F0C4E46E-87AD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13468-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,A02A94E7-2AAE-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13471-4,2023,"25,975","25,750",225,0,true,false,false,true,true,false,"1,770","4,000","4,000",false,NULL,ME,A0408F7C-AEBB-ED11-B382-0A4CF4968877,PMC,0,6,2023-08-24 10:55:07.963,NULL,NULL,0,NULL
13471-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,8005017B-851F-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13477-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,C0B80910-BBBD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13481-1,2023,"4,725","4,500",225,0,true,false,false,true,true,false,"1,689","4,000","4,000",false,NULL,NULL,A0E10BC9-E295-ED11-B382-0A4CF4968877,PMC,0,6,2023-08-24 09:27:37.120,NULL,NULL,0,NULL
13482-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,A3A941B0-E6B6-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13484-0,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,5D3FE751-7C31-EE11-93E6-00237D21B888,PMC,0,NULL,2023-08-02 17:34:22.127,NULL,NULL,0,NULL
13489-5,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,342E3363-7C31-EE11-93E6-00237D21B888,PMC,0,NULL,2023-08-02 17:34:41.503,NULL,NULL,0,NULL
13490-5,2023,"6,056","5,761",295,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,B0D36456-F991-ED11-B382-0A4CF4968877,PMC,0,I,2023-08-06 05:35:01.107,285031137545795,NULL,0,2023-08-06 05:46:22.073
13492-A,2023,"10,429","10,000",429,0,true,false,false,true,true,false,"1,793","6,000","6,000",false,NULL,NULL,50D8C1A0-C48E-ED11-B382-0A4CF4968877,PMC,0,8,2023-09-08 13:04:59.460,NULL,NULL,0,NULL
13493-4,2023,25,25,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,176D52E6-ACCD-ED11-8450-00237D21B888,PMC,0,NULL,2023-03-28 17:10:01.447,NULL,NULL,0,NULL
13495-0,2023,"11,971","11,696",275,0,true,false,false,true,true,false,918,"6,000","6,000",false,NULL,NULL,20375FE9-6790-ED11-B382-0A4CF4968877,PMC,0,3,2023-09-29 10:31:51.893,NULL,NULL,0,NULL
13496-3,2023,"7,505","7,280",225,0,true,false,false,true,true,false,810,"6,000","6,000",false,NULL,T,00086DA6-309C-ED11-B382-0A4CF4968877,PMC,0,H,2023-12-04 14:41:58.670,1320987525432262,6868521246564208,"1,450",2023-12-04 14:46:39.513
13497-6,2023,699.51,574.51,125,0,true,false,false,true,true,false,"1,799",0,0,false,NULL,MS,40EF4FEF-0A8D-ED11-B382-0A4CF4968877,PMC,0,O,2023-09-13 11:54:07.943,NULL,NULL,0,NULL
13498-9,2023,"11,971","11,696",275,0,true,false,false,true,true,false,918,"6,000","6,000",false,NULL,NULL,ACB60D57-7490-ED11-B382-0A4CF4968877,PMC,0,3,2023-09-29 10:30:56.887,NULL,NULL,0,NULL
13499-2,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,A0817E3B-BA93-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13500-A,2023,"1,770","1,500",270,0,true,false,false,true,true,false,NULL,"1,500","1,500",false,NULL,NULL,338D7B41-F5D2-ED11-B383-0A4CF4968877,Unpaved,0,3,2023-10-31 21:00:02.573,NULL,NULL,0,NULL
13501-4,2023,"10,335","10,060",275,0,true,false,false,true,true,false,"1,861","6,000","6,000",false,NULL,NULL,A0083CAB-0396-ED11-B382-0A4CF4968877,PMC,0,9,2023-09-15 15:58:02.970,6391039180974760,6403084963152751,200,2023-09-13 20:01:16.360
13502-7,2023,25,25,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,008AAFFC-D68B-ED11-B73F-00237D21B888,PMC,0,NULL,2023-01-03 21:25:00.763,NULL,NULL,0,NULL
13507-2,2023,"8,066","7,785",281,0,true,false,false,true,true,false,"1,861","6,000","6,000",false,NULL,NULL,B1D7EF80-3BA0-ED11-B382-0A4CF4968877,PMC,0,9,2023-12-01 15:15:02.130,940618277044094,6908497569211839,200,2023-12-01 15:16:28.033
13512-4,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,9CC8782D-AF8B-ED11-B73F-00237D21B888,PMC,0,NULL,2023-04-12 17:25:01.160,NULL,NULL,0,NULL
13513-7,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,5032A80B-7500-EE11-B383-0A4CF4968877,PMC,0,NULL,2023-10-12 11:28:52.250,NULL,NULL,0,NULL
13513-7,2023,"1,700.33","1,500.33",200,0,true,false,false,true,true,false,NULL,"1,500","1,500",false,NULL,NULL,A01EDE1D-B9D3-ED11-B383-0A4CF4968877,Unpaved,0,5,2023-10-12 11:28:52.657,NULL,NULL,0,NULL
13516-6,2023,"12,130.18","11,745.18",385,0,true,false,false,true,true,false,"1,564","6,000","6,000",false,NULL,KR,1076539C-218D-ED11-B382-0A4CF4968877,PMC,0,1,2023-09-29 13:30:04.720,NULL,NULL,0,NULL
13523-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,F068EAA0-3005-EE11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13524-7,2023,"6,490","6,000",490,0,true,false,false,true,true,false,"1,870","6,000","6,000",false,NULL,NULL,00E54D2B-8690-ED11-B382-0A4CF4968877,PMC,0,9,2023-09-29 10:05:03.690,NULL,NULL,0,NULL
13526-3,2023,"6,474","6,050",424,0,true,false,false,true,true,false,"1,870","6,000","6,000",false,NULL,NULL,E04B2BB5-2B92-ED11-B382-0A4CF4968877,PMC,0,9,2023-09-30 18:30:01.047,NULL,NULL,0,NULL
13529-2,2023,0,0,0,0,true,false,false,false,false,false,"1,384",0,0,true,NULL,NULL,B0D4BCAE-5890-ED11-B382-0A4CF4968877,PMC,0,V,2023-09-26 14:00:22.787,6146578375419304,6604087306348982,476,2023-08-31 10:39:09.830
13529-2,2023,"8,917","8,767",150,0,true,false,false,true,true,false,"1,384","1,500","1,500",false,NULL,XJ,106DD764-B5E7-ED11-B383-0A4CF4968877,Unpaved,0,5,2023-09-26 14:00:35.537,NULL,NULL,0,NULL
13533-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,70036AC2-260D-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13537-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,10CB4572-3B05-EE11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13541-2,2023,"23,156.93","22,692.93",464,0,true,false,false,true,true,false,921,"6,000","6,000",false,NULL,NULL,F36DED98-048D-ED11-B382-0A4CF4968877,PMC,0,1,2023-11-02 11:05:02.800,533229882118441,6459623227478646,201.33,2023-11-02 11:16:40.280
13541-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,16AC8327-BEBD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13549-6,2023,"6,360","6,085",275,0,true,false,false,true,true,false,"2,124","6,000","6,000",false,NULL,NQ,104EAE25-D88D-ED11-B382-0A4CF4968877,PMC,0,1,2023-09-29 14:56:22.157,298610612733313,6639333402821325,"2,125",2023-09-29 15:01:42.973
13550-6,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,F43F3369-B522-EE11-93E6-00237D21B888,PMC,0,NULL,2023-07-28 06:25:32.200,NULL,NULL,0,NULL
13552-A,2023,50,50,0,0,false,true,false,true,false,false,NULL,0,0,false,NULL,NULL,C05E0EE4-F215-EE11-80A4-0A4CF4968877,PMC,0,NULL,2023-11-28 14:10:01.590,NULL,NULL,0,NULL
13555-1,2023,"6,715","6,310",405,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,40C6EA80-A990-ED11-B382-0A4CF4968877,PMC,0,1,2023-08-09 23:25:01.127,NULL,NULL,0,NULL
13556-4,2023,"4,026","3,826",200,0,true,false,false,true,true,false,"1,947","2,000","2,000",false,NULL,DP,017F2E41-5A90-ED11-B382-0A4CF4968877,PMC,0,C,2023-08-07 19:15:03.317,NULL,NULL,0,NULL
13559-3,2023,"18,451.34","18,041.34",410,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,50A65C07-068D-ED11-B382-0A4CF4968877,PMC,0,3,2023-09-29 16:35:54.457,217216387763784,24313637391554920,"2,085.2",2023-09-29 16:57:59.927
13559-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,D4C7FFAE-2323-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13566-1,2023,"6,515","6,035",480,0,true,false,false,true,true,false,"1,878","6,000","6,000",false,NULL,NULL,508C6A9D-EB9F-ED11-B382-0A4CF4968877,PMC,0,O,2023-09-27 19:30:01.390,NULL,NULL,0,NULL
13567-4,2023,"9,742.76","9,357.76",385,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,30EA0594-9792-ED11-B382-0A4CF4968877,PMC,0,3,2023-11-17 09:47:22.250,NULL,NULL,0,NULL
13569-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,D3637961-70CD-ED11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13571-3,2023,"8,441","7,971",470,0,true,false,false,true,true,false,921,"6,000","6,000",false,NULL,NULL,818950B7-4190-ED11-B382-0A4CF4968877,PMC,0,1,2023-12-01 12:00:20.340,NULL,NULL,0,NULL
13571-3,2023,"1,650","1,500",150,0,true,false,false,true,true,false,921,"1,500","1,500",false,NULL,NULL,B21484F2-BFD3-ED11-B383-0A4CF4968877,Unpaved,0,5,2023-11-03 13:15:10.093,NULL,NULL,0,NULL
13574-2,2023,"4,286","4,061",225,0,true,false,false,true,true,false,NULL,"4,000","4,000",false,NULL,NULL,A004DC92-3090-ED11-B382-0A4CF4968877,PMC,0,6,2023-09-11 09:55:01.890,535666511994757,NULL,0,2023-09-11 10:01:13.353
13575-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,E034B420-4405-EE11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13578-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,708B670F-7B22-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13580-7,2023,"6,775","6,400",375,0,true,false,false,true,true,false,823,"6,000","6,000",false,NULL,NULL,D0686765-E2D7-ED11-B383-0A4CF4968877,PMC,0,9,2023-09-29 16:37:15.267,NULL,NULL,0,NULL
13583-6,2023,"2,145","2,020",125,0,true,false,false,true,true,false,"1,315","2,000","2,000",false,NULL,NULL,10C1F3F2-A396-ED11-B382-0A4CF4968877,PMC,0,O,2023-09-16 12:35:01.183,NULL,NULL,0,NULL
13585-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,E0892162-A7B7-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13586-A,2023,"3,225","3,100",125,0,true,false,false,true,true,false,NULL,"2,000","2,000",false,NULL,NULL,00852877-69C3-ED11-B382-0A4CF4968877,PMC,0,O,2023-06-30 15:55:01.853,NULL,NULL,0,NULL
13587-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,BE660E31-CD91-ED11-8450-00237D21B888,PMC,0,NULL,2023-10-26 11:21:37.010,NULL,NULL,0,NULL
13587-A,2023,"1,700","1,550",150,0,true,false,false,true,true,false,NULL,"1,500","1,500",false,NULL,NULL,00730A00-A600-EE11-B383-0A4CF4968877,Unpaved,0,5,2023-12-01 12:00:30.593,NULL,NULL,0,NULL
13592-0,2023,"2,671","2,465",206,0,true,false,false,true,true,false,"1,753","2,000","2,000",false,NULL,IA,90F527BF-8806-EE11-B383-0A4CF4968877,PMC,0,C,2023-08-17 09:57:44.280,NULL,NULL,0,NULL
13592-A,2023,"6,725","6,000",725,0,true,false,false,true,true,false,"2,049","6,000","6,000",false,NULL,SF,706BA0F4-DEED-ED11-B383-0A4CF4968877,PMC,0,8,2023-10-10 14:07:56.943,NULL,NULL,0,NULL
13595-9,2023,0,0,0,0,true,true,false,false,false,false,"1,836",0,0,true,NULL,NULL,B01AB52A-80B8-ED11-B382-0A4CF4968877,PMC,0,V,NULL,NULL,NULL,NULL,NULL
13595-A,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,AB8ABA12-C0DA-ED11-8450-00237D21B888,PMC,0,NULL,2023-04-14 08:30:03.833,NULL,NULL,0,NULL
13597-5,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,427AC8A5-E2B9-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13598-8,2023,575,575,0,0,true,true,false,true,false,false,"1,836",0,0,true,NULL,PG,A0ECB7B8-96B8-ED11-B382-0A4CF4968877,PMC,0,V,2023-08-05 12:00:01.110,799467581741627,NULL,0,NULL
13603-9,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,60E112FD-79B8-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13603-9,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,E088A422-D0D3-ED11-B383-0A4CF4968877,Unpaved,0,NULL,NULL,NULL,NULL,NULL,NULL
13603-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,F0A29044-4DBF-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13605-5,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,7047F3E3-23BD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13608-4,2023,"6,400","6,000",400,0,true,false,false,true,true,false,"1,722","6,000","6,000",false,NULL,NULL,10585415-EF90-ED11-B382-0A4CF4968877,PMC,0,9,2023-10-05 12:37:55.603,NULL,NULL,0,NULL
13614-A,2023,25,25,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,708169CF-D2CC-ED11-B383-0A4CF4968877,PMC,0,NULL,2023-04-04 08:45:02.497,NULL,NULL,0,NULL
13615-A,2023,"6,780","6,429",351,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,16854EA0-DE8D-ED11-B73F-00237D21B888,PMC,0,8,2023-09-18 09:28:23.230,NULL,NULL,0,NULL
13619-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,1410418D-4677-EE11-93E6-00237D21B888,PMC,0,NULL,2023-11-15 14:49:24.000,NULL,NULL,0,NULL
13619-A,2023,"3,561.3","3,361.3",200,0,true,false,false,true,true,false,NULL,"1,500","1,500",false,NULL,NULL,6033EEEC-D2D3-ED11-B383-0A4CF4968877,Unpaved,0,5,2023-11-15 14:49:24.157,NULL,NULL,0,NULL
13622-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,C0BB1569-CAAF-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13625-A,2023,"10,700","10,300",400,0,true,false,false,true,true,false,"1,886","6,000","6,000",false,NULL,TQ,C00AEC04-938F-ED11-B382-0A4CF4968877,PMC,0,9,2023-11-15 16:54:29.280,NULL,NULL,0,NULL
13639-8,2023,"6,406","6,000",406,0,true,false,false,true,true,false,"1,722","6,000","6,000",false,NULL,NULL,A15DF929-EB90-ED11-B382-0A4CF4968877,PMC,0,9,2023-10-05 12:37:19.010,NULL,NULL,0,NULL
13639-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,83F1D06C-F240-EE11-80A4-0A4CF4968877,Unpaved,0,NULL,NULL,NULL,NULL,NULL,NULL
13646-A,2023,"2,400","2,200",200,0,true,false,false,true,true,false,"1,243","2,000","2,000",false,NULL,NULL,A670F0E2-BB15-EE11-80A4-0A4CF4968877,PMC,0,C,2023-10-02 15:26:42.100,NULL,NULL,0,NULL
13647-9,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,886CA60D-E5AD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13647-A,2023,150,150,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,31FDB83F-C832-EE11-93E6-00237D21B888,PMC,0,NULL,2023-08-04 09:10:15.023,NULL,NULL,0,NULL
13654-7,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,D00A62D4-46B8-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13659-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,8049B365-9EAD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13661-A,2023,"6,444","6,000",444,0,true,false,false,true,true,false,"1,889","6,000","6,000",false,NULL,NULL,70B5D6FE-4390-ED11-B382-0A4CF4968877,PMC,0,1,2023-09-12 13:14:53.050,573588208081972,7608159512544586,"1,682",2023-09-12 13:16:22.900
13664-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,60B5570B-E3D2-ED11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13667-3,2023,"2,905","2,705",200,0,true,false,false,true,true,false,NULL,"2,000","2,000",false,NULL,NULL,C214CBA5-E8A0-ED11-B382-0A4CF4968877,PMC,0,O,2023-09-29 16:31:14.927,NULL,NULL,0,NULL
13668-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,00C45622-D7BA-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13669-9,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,7037141D-A5B0-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13670-A,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,7E98CE7B-BC83-EE11-93E6-00237D21B888,PMC,0,NULL,2023-11-15 08:40:11.270,NULL,NULL,0,NULL
13672-5,2023,"6,410","6,025",385,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,90AD3932-1C91-ED11-B382-0A4CF4968877,PMC,0,8,2023-10-17 13:28:26.550,949281023183362,6285723031534406,"4,053.56",2023-10-17 13:31:15.850
13675-A,2023,"4,275","4,050",225,0,true,false,false,true,true,false,77,"4,000","4,000",false,NULL,1,40F2A691-DCA0-ED11-B382-0A4CF4968877,PMC,0,6,2023-09-19 12:56:35.950,NULL,NULL,0,NULL
13678-3,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,808283EE-48AD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13680-A,2023,"2,300","2,100",200,0,true,false,false,true,true,false,"1,989","2,000","2,000",false,NULL,SA,833265A3-611B-EE11-80A4-0A4CF4968877,PMC,0,F,2023-09-11 13:59:45.337,NULL,NULL,0,NULL
13684-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,60429F8D-53B1-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13686-A,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,501E082D-12DD-ED11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13689-A,2023,"6,424","6,090",334,0,true,false,false,true,true,false,"2,084","6,000","6,000",false,NULL,NULL,F00AFA86-B2A0-ED11-B382-0A4CF4968877,PMC,0,3,2023-10-11 21:42:36.737,NULL,NULL,0,NULL
13696-A,2023,25,25,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,DC7237D1-603C-EE11-93E6-00237D21B888,PMC,0,NULL,2023-08-16 14:15:03.200,NULL,NULL,0,NULL
13699-A,2023,500,500,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,1F4B33CD-BE2D-EE11-93E6-00237D21B888,PMC,0,NULL,2023-07-28 23:20:01.560,NULL,NULL,0,NULL
13701-2,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,000994B8-0CBD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13702-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,30A0C429-62BD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13704-1,2023,"7,892","7,492",400,0,true,false,false,true,true,false,"1,883","6,000","6,000",false,NULL,NULL,2041560F-2890-ED11-B382-0A4CF4968877,PMC,0,1,2023-09-22 14:50:02.687,955101595627941,6700575143334591,822,2023-09-22 15:01:31.500
13706-7,2023,250,250,0,0,false,true,false,true,false,false,NULL,0,0,false,NULL,NULL,311615E4-4FAE-ED11-B382-0A4CF4968877,PMC,0,NULL,2023-08-05 09:20:08.880,NULL,NULL,0,NULL
13706-A,2023,"7,284","7,000",284,0,true,false,false,true,true,false,"2,056","6,000","6,000",false,NULL,SL,60F560B6-2B9B-ED11-B382-0A4CF4968877,PMC,0,3,2023-11-13 14:15:32.103,NULL,NULL,0,NULL
13707-A,2023,"2,066","1,860",206,0,true,false,false,true,true,false,"1,708","1,000","1,000",false,NULL,RU,99F23309-4AB5-ED11-B382-0A4CF4968877,PMC,0,D,2023-08-05 13:05:07.427,NULL,NULL,0,NULL
13709-6,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,F2325008-6309-EE11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13709-A,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,307D9141-5FBD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
13711-A,2023,"6,125","6,000",125,0,true,false,false,true,true,false,"1,125","6,000","6,000",false,NULL,NULL,00DE4A2F-4B90-ED11-B382-0A4CF4968877,PMC,0,O,2023-09-29 14:31:40.870,NULL,NULL,0,NULL
13714-A,2023,"7,425","7,300",125,0,true,false,false,true,true,false,895,"2,000","2,000",false,NULL,KY,2046F812-E091-ED11-B382-0A4CF4968877,PMC,0,O,2023-08-11 17:15:01.240,NULL,NULL,0,NULL
13717-A,2023,"3,200","3,000",200,0,true,false,false,true,true,false,NULL,"2,000","2,000",false,NULL,NULL,90A11965-7B1B-EE11-80A4-0A4CF4968877,PMC,0,C,2023-11-13 14:15:32.803,1640333526445231,9872395816168398,250,2023-11-13 14:31:59.383
